,dataset,model,max_accuracy,mean_accuracy,std_accuracy,test_accs,max_layer
30,EmoDB,WAV2VEC2_LARGE_XLSR,100.0,"[69.52380896 86.90476179 88.09523821 92.61904836 95.47619104 95.47618866
 97.61904716 98.33333254 97.38095164 97.61904716 96.19047523 97.61904597
 97.14285731 97.61904716 98.33333135 95.71428418 98.33333254 99.76190448
 99.0476191  97.85714149 96.42857075 96.42857075 41.9047612  42.14285731
 34.76190478]","[2.45133996 2.38095284 1.68358705 1.38832108 0.89087187 1.90476149
 1.06479288 0.9523797  1.90476149 1.06479288 2.95468321 1.84427767
 0.95237941 1.30410071 0.58321254 1.61483958 1.21405184 0.47619104
 1.38832129 0.89086996 1.99204792 2.12958842 7.39246374 0.95238104
 8.76112812]","[[69.04761791229248, 85.71428656578064, 85.71428656578064, 91.66666865348816, 94.04761791229248, 92.85714030265808, 96.42857313156128, 96.42857313156128, 98.8095223903656, 97.6190447807312, 98.8095223903656, 98.8095223903656, 96.42857313156128, 96.42857313156128, 98.8095223903656, 95.23809552192688, 100.0, 98.8095223903656, 100.0, 98.8095223903656, 92.85714030265808, 95.23809552192688, 46.42857015132904, 40.47619104385376, 39.28571343421936], [71.42857313156128, 88.09523582458496, 89.28571343421936, 91.66666865348816, 96.42857313156128, 97.6190447807312, 96.42857313156128, 98.8095223903656, 94.04761791229248, 98.8095223903656, 90.47619104385376, 98.8095223903656, 97.6190447807312, 97.6190447807312, 97.6190447807312, 94.04761791229248, 97.6190447807312, 100.0, 98.8095223903656, 97.6190447807312, 96.42857313156128, 100.0, 42.85714328289032, 42.85714328289032, 19.0476194024086], [65.47619104385376, 90.47619104385376, 88.09523582458496, 92.85714030265808, 95.23809552192688, 94.04761791229248, 97.6190447807312, 98.8095223903656, 96.42857313156128, 96.42857313156128, 97.6190447807312, 97.6190447807312, 96.42857313156128, 100.0, 98.8095223903656, 94.04761791229248, 98.8095223903656, 100.0, 100.0, 96.42857313156128, 96.42857313156128, 97.6190447807312, 27.38095223903656, 41.66666567325592, 45.23809552192688], [69.04761791229248, 86.90476417541504, 90.47619104385376, 95.23809552192688, 95.23809552192688, 97.6190447807312, 98.8095223903656, 98.8095223903656, 98.8095223903656, 98.8095223903656, 97.6190447807312, 94.04761791229248, 96.42857313156128, 96.42857313156128, 98.8095223903656, 97.6190447807312, 98.8095223903656, 100.0, 100.0, 97.6190447807312, 98.8095223903656, 94.04761791229248, 46.42857015132904, 42.85714328289032, 33.33333432674408], [72.6190447807312, 83.33333134651184, 86.90476417541504, 91.66666865348816, 96.42857313156128, 95.23809552192688, 98.8095223903656, 98.8095223903656, 98.8095223903656, 96.42857313156128, 96.42857313156128, 98.8095223903656, 98.8095223903656, 97.6190447807312, 97.6190447807312, 97.6190447807312, 96.42857313156128, 100.0, 96.42857313156128, 98.8095223903656, 97.6190447807312, 95.23809552192688, 46.42857015132904, 42.85714328289032, 36.9047611951828]]",13
31,EmoDB,WAV2VEC2_LARGE_XLSR300M,100.0,"[70.         81.66666746 88.33333254 90.         93.57142806 95.23809433
 96.66666508 97.61904716 97.61904716 95.23809552 96.66666627 95.
 97.61904597 95.23809552 95.95238209 96.66666508 96.90476179 96.42857194
 95.9523797  90.71428418 90.95238209 88.33333373 62.38095284 49.28571403
 52.61904836]","[3.86859066 1.21405208 1.57934504 4.16496413 2.45134135 2.91605831
 1.74963486 1.30410071 1.30410071 0.75292415 1.38832088 0.47619104
 1.84427767 1.06479554 0.58321254 2.42810485 1.61483958 2.91605831
 1.93429438 2.3084189  3.15869045 4.35134844 6.63256665 1.61484134
 3.04910781]","[[71.42857313156128, 82.14285969734192, 90.47619104385376, 90.47619104385376, 96.42857313156128, 98.8095223903656, 97.6190447807312, 96.42857313156128, 96.42857313156128, 95.23809552192688, 96.42857313156128, 94.04761791229248, 97.6190447807312, 95.23809552192688, 96.42857313156128, 97.6190447807312, 98.8095223903656, 91.66666865348816, 94.04761791229248, 89.28571343421936, 96.42857313156128, 89.28571343421936, 66.66666865348816, 48.8095223903656, 50.0], [63.09523582458496, 79.76190447807312, 85.71428656578064, 94.04761791229248, 94.04761791229248, 95.23809552192688, 95.23809552192688, 97.6190447807312, 100.0, 94.04761791229248, 95.23809552192688, 95.23809552192688, 98.8095223903656, 94.04761791229248, 96.42857313156128, 92.85714030265808, 95.23809552192688, 96.42857313156128, 98.8095223903656, 92.85714030265808, 91.66666865348816, 86.90476417541504, 54.76190447807312, 46.42857015132904, 54.76190447807312], [70.23809552192688, 82.14285969734192, 88.09523582458496, 92.85714030265808, 95.23809552192688, 90.47619104385376, 98.8095223903656, 96.42857313156128, 96.42857313156128, 95.23809552192688, 98.8095223903656, 95.23809552192688, 98.8095223903656, 96.42857313156128, 95.23809552192688, 100.0, 96.42857313156128, 100.0, 94.04761791229248, 94.04761791229248, 89.28571343421936, 94.04761791229248, 71.42857313156128, 51.1904776096344, 48.8095223903656], [70.23809552192688, 83.33333134651184, 89.28571343421936, 90.47619104385376, 92.85714030265808, 97.6190447807312, 97.6190447807312, 100.0, 97.6190447807312, 96.42857313156128, 97.6190447807312, 95.23809552192688, 98.8095223903656, 96.42857313156128, 96.42857313156128, 97.6190447807312, 98.8095223903656, 98.8095223903656, 97.6190447807312, 89.28571343421936, 90.47619104385376, 90.47619104385376, 54.76190447807312, 50.0, 57.14285969734192], [75.0, 80.95238208770752, 88.09523582458496, 82.14285969734192, 89.28571343421936, 94.04761791229248, 94.04761791229248, 97.6190447807312, 97.6190447807312, 95.23809552192688, 95.23809552192688, 95.23809552192688, 94.04761791229248, 94.04761791229248, 95.23809552192688, 95.23809552192688, 95.23809552192688, 95.23809552192688, 95.23809552192688, 88.09523582458496, 86.90476417541504, 80.95238208770752, 64.28571343421936, 50.0, 52.3809552192688]]",7
32,IEMOCAP,HUBERT_ASR_LARGE,71.39037251472473,"[58.32442045 64.59892988 63.54723573 64.36720133 64.74153399 66.0249567
 67.14794993 67.02317476 68.07486773 69.14438486 69.69696999 69.5365417
 69.60784316 70.21390557 67.87878752 68.77005339 69.51871634 69.41176534
 69.46524143 68.39572191 68.43137264 69.71479416 68.80570531 65.93582988
 66.43493772]","[1.60487271 1.04304775 0.38644471 0.85189359 1.45207954 0.57318794
 1.50262054 0.94491025 0.82151319 0.61076047 1.15383547 0.47630625
 0.77082946 0.7293144  1.37912971 1.25741218 0.60710866 1.27472901
 1.06445683 1.09098984 0.94725927 1.08485694 1.51567594 1.78199589
 0.46345752]","[[59.89304780960083, 63.99286985397339, 63.725489377975464, 63.99286985397339, 65.32976627349854, 65.86452722549438, 69.16220784187317, 66.93404912948608, 68.27094554901123, 68.89483332633972, 68.6274528503418, 69.96434926986694, 68.53832602500916, 70.85561752319336, 66.22103452682495, 69.96434926986694, 70.40998339653015, 70.4991102218628, 69.96434926986694, 69.07308101654053, 66.93404912948608, 70.05347609519958, 66.66666865348816, 64.26025032997131, 66.57754182815552], [59.44741368293762, 65.77540040016174, 64.17112350463867, 65.95365405082703, 64.97326493263245, 66.31016135215759, 68.27094554901123, 66.04278087615967, 68.80570650100708, 69.07308101654053, 69.34046149253845, 69.25133466720581, 69.51871514320374, 70.40998339653015, 67.82531142234802, 67.46880412101746, 70.05347609519958, 68.53832602500916, 68.80570650100708, 66.39928817749023, 67.82531142234802, 71.39037251472473, 67.73618459701538, 68.36007237434387, 66.31016135215759], [58.110517263412476, 63.10160160064697, 63.45810890197754, 64.52763080596924, 64.97326493263245, 66.48841500282288, 64.97326493263245, 66.48841500282288, 66.57754182815552, 69.34046149253845, 70.67736387252808, 68.98396015167236, 70.23172974586487, 68.80570650100708, 69.51871514320374, 67.46880412101746, 68.80570650100708, 70.76649069786072, 70.944744348526, 68.09269189834595, 69.07308101654053, 68.09269189834595, 70.85561752319336, 64.8841381072998, 65.77540040016174], [58.82353186607361, 65.77540040016174, 63.01247477531433, 63.725489377975464, 62.03208565711975, 66.48841500282288, 67.29055047035217, 66.84492230415344, 67.91443824768066, 70.14260292053223, 68.44919919967651, 69.25133466720581, 70.67736387252808, 70.67736387252808, 69.34046149253845, 68.44919919967651, 69.16220784187317, 69.8752224445343, 69.78609561920166, 68.98396015167236, 69.60784196853638, 69.8752224445343, 70.05347609519958, 64.34937715530396, 66.31016135215759], [55.34759163856506, 64.34937715530396, 63.3689820766449, 63.63636255264282, 66.39928817749023, 64.97326493263245, 66.04278087615967, 68.80570650100708, 68.80570650100708, 68.27094554901123, 71.39037251472473, 70.23172974586487, 69.07308101654053, 70.32085657119751, 66.48841500282288, 70.4991102218628, 69.16220784187317, 67.37967729568481, 67.82531142234802, 69.4295883178711, 68.71657967567444, 69.16220784187317, 68.71657967567444, 67.82531142234802, 67.20142364501953]]",10
33,IEMOCAP,HUBERT_BASE,69.16220784187317,"[59.35828924 61.69340491 63.72548938 66.1853838  67.61140704 67.34402776
 66.48841381 64.75935698 65.7219255  67.1122992  66.80926919 65.18716693
 64.81283426]","[1.88308176 1.89519074 1.31955354 1.19655546 1.33225614 0.45305738
 0.69037173 0.5123021  0.79836778 0.53772107 0.89233454 1.11119116
 0.72494415]","[[57.575756311416626, 62.03208565711975, 63.725489377975464, 66.93404912948608, 65.15151262283325, 67.02316999435425, 66.39928817749023, 65.15151262283325, 66.39928817749023, 67.11229681968689, 68.0035650730133, 66.93404912948608, 65.50801992416382], [61.4973247051239, 60.2495551109314, 65.15151262283325, 66.48841500282288, 67.64705777168274, 66.7557954788208, 67.46880412101746, 64.4385039806366, 66.84492230415344, 66.57754182815552, 67.5579309463501, 64.61675763130188, 65.77540040016174], [56.68449401855469, 60.160428285598755, 62.834227085113525, 65.15151262283325, 68.18181872367859, 68.09269189834595, 65.41889309883118, 63.90374302864075, 65.41889309883118, 66.48841500282288, 65.6862735748291, 63.814616203308105, 64.70588445663452], [60.2495551109314, 60.784316062927246, 61.764705181121826, 67.82531142234802, 69.16220784187317, 67.46880412101746, 66.22103452682495, 65.2406394481659, 64.61675763130188, 67.91443824768066, 66.84492230415344, 64.61675763130188, 63.99286985397339], [60.784316062927246, 65.2406394481659, 65.15151262283325, 64.52763080596924, 67.91443824768066, 67.37967729568481, 66.93404912948608, 65.06238579750061, 65.32976627349854, 67.46880412101746, 65.95365405082703, 65.95365405082703, 64.08199667930603]]",4
34,IEMOCAP,HUBERT_LARGE,72.45989441871643,"[58.94830585 64.20677185 63.36898446 64.49198008 65.00891209 66.61319017
 66.66666627 67.55793214 68.78787756 69.28698778 68.66310239 69.14438486
 69.19785976 68.34224582 68.69875312 68.32442045 69.71479535 69.82174754
 69.46524024 70.62388539 70.16042829 71.28342152 70.14260292 71.10516906
 70.14260173]","[1.40198229 1.13383612 1.05756925 0.27383845 0.62158936 0.79836674
 0.80707523 0.69495899 1.04456997 1.36523889 1.29353261 1.01369518
 0.70764478 1.26597324 0.63873331 1.46731691 0.97372414 1.10113581
 1.06445727 0.99662483 1.05516203 0.87942267 1.75287271 0.63373863
 0.54359862]","[[57.3083758354187, 63.3689820766449, 64.8841381072998, 64.08199667930603, 63.90374302864075, 67.46880412101746, 67.5579309463501, 67.64705777168274, 69.07308101654053, 70.76649069786072, 69.69696879386902, 69.96434926986694, 70.14260292053223, 69.78609561920166, 68.53832602500916, 69.25133466720581, 71.30124568939209, 69.8752224445343, 69.60784196853638, 70.23172974586487, 68.98396015167236, 71.03386521339417, 71.47949934005737, 72.01426029205322, 69.34046149253845], [59.80392098426819, 63.10160160064697, 64.17112350463867, 64.61675763130188, 64.8841381072998, 65.6862735748291, 65.59714674949646, 68.53832602500916, 68.18181872367859, 68.0035650730133, 66.57754182815552, 67.29055047035217, 69.16220784187317, 68.6274528503418, 68.18181872367859, 68.36007237434387, 70.23172974586487, 70.14260292053223, 67.5579309463501, 71.56862616539001, 71.83600664138794, 72.10338711738586, 70.4991102218628, 70.23172974586487, 69.96434926986694], [60.784316062927246, 63.45810890197754, 62.834227085113525, 64.26025032997131, 65.06238579750061, 66.57754182815552, 67.46880412101746, 67.02316999435425, 70.32085657119751, 70.944744348526, 68.27094554901123, 70.05347609519958, 69.07308101654053, 69.07308101654053, 69.78609561920166, 69.60784196853638, 68.98396015167236, 68.44919919967651, 69.60784196853638, 69.8752224445343, 70.05347609519958, 69.69696879386902, 68.27094554901123, 71.47949934005737, 70.23172974586487], [57.3083758354187, 65.15151262283325, 63.10160160064697, 64.79501128196716, 65.59714674949646, 67.5579309463501, 65.86452722549438, 66.57754182815552, 67.20142364501953, 69.07308101654053, 68.44919919967651, 69.51871514320374, 69.60784196853638, 66.04278087615967, 68.0035650730133, 65.50801992416382, 69.51871514320374, 68.98396015167236, 70.85561752319336, 72.01426029205322, 70.76649069786072, 72.01426029205322, 72.45989441871643, 70.58823704719543, 70.14260292053223], [59.536540508270264, 65.95365405082703, 61.85383200645447, 64.70588445663452, 65.59714674949646, 65.77540040016174, 66.84492230415344, 68.0035650730133, 69.16220784187317, 67.64705777168274, 70.32085657119751, 68.89483332633972, 68.0035650730133, 68.18181872367859, 68.98396015167236, 68.89483332633972, 68.53832602500916, 71.65775299072266, 69.69696879386902, 69.4295883178711, 69.16220784187317, 71.56862616539001, 68.0035650730133, 71.21211886405945, 71.03386521339417]]",22
35,IEMOCAP,WAV2VEC2_ASR_LARGE_960H,68.98396015167236,"[58.23529363 64.91978645 63.38680983 64.70588207 65.63279867 64.59893107
 63.68983865 66.00713015 65.34759402 67.27272749 66.72014236 66.6488421
 66.89839602 67.77183652 67.50445604 67.89661527 66.38146162 67.02317238
 65.70410013 64.20677304 62.99465299 58.89482975 53.08377981 48.28877091
 50.26738048]","[1.11689422 2.31632935 1.77842595 0.74141248 1.13523502 0.89375851
 1.46297849 0.51539663 0.78390875 1.01994483 0.35021019 0.83873823
 1.03109674 0.95428006 1.1628894  0.91483961 0.73797639 1.14415795
 1.57771698 0.67312669 2.03505442 1.22386004 1.08074951 2.4605391
 1.28910421]","[[59.71479415893555, 67.73618459701538, 65.41889309883118, 65.32976627349854, 65.95365405082703, 64.70588445663452, 61.4973247051239, 65.41889309883118, 65.06238579750061, 68.09269189834595, 67.02316999435425, 67.73618459701538, 67.5579309463501, 67.11229681968689, 68.27094554901123, 68.36007237434387, 65.77540040016174, 68.27094554901123, 65.06238579750061, 63.90374302864075, 65.95365405082703, 59.001779556274414, 52.58467197418213, 46.9696968793869, 49.91087317466736], [59.001779556274414, 60.87344288825989, 64.52763080596924, 64.08199667930603, 64.97326493263245, 64.97326493263245, 62.5668466091156, 66.13190770149231, 64.34937715530396, 68.71657967567444, 66.57754182815552, 66.66666865348816, 64.97326493263245, 66.57754182815552, 68.6274528503418, 66.66666865348816, 65.95365405082703, 66.04278087615967, 64.97326493263245, 64.4385039806366, 62.12121248245239, 60.60606241226196, 52.13903784751892, 49.286988377571106, 50.62388777732849], [58.556151390075684, 65.86452722549438, 60.51693558692932, 63.814616203308105, 63.90374302864075, 63.279855251312256, 65.15151262283325, 65.77540040016174, 66.66666865348816, 66.31016135215759, 67.20142364501953, 66.7557954788208, 67.64705777168274, 67.37967729568481, 67.37967729568481, 68.89483332633972, 66.13190770149231, 67.46880412101746, 68.6274528503418, 63.63636255264282, 60.60606241226196, 59.001779556274414, 54.63458299636841, 47.41533100605011, 52.22816467285156], [56.77362084388733, 64.17112350463867, 62.210339307785034, 64.52763080596924, 67.29055047035217, 64.08199667930603, 63.99286985397339, 66.93404912948608, 65.6862735748291, 67.20142364501953, 66.22103452682495, 65.15151262283325, 66.66666865348816, 68.98396015167236, 67.91443824768066, 68.6274528503418, 67.82531142234802, 65.32976627349854, 63.99286985397339, 65.41889309883118, 64.79501128196716, 59.090906381607056, 51.96078419685364, 52.49554514884949, 48.217469453811646], [57.13012218475342, 65.95365405082703, 64.26025032997131, 65.77540040016174, 66.04278087615967, 65.95365405082703, 65.2406394481659, 65.77540040016174, 64.97326493263245, 66.04278087615967, 66.57754182815552, 66.93404912948608, 67.64705777168274, 68.80570650100708, 65.32976627349854, 66.93404912948608, 66.22103452682495, 68.0035650730133, 65.86452722549438, 63.63636255264282, 61.4973247051239, 56.77362084388733, 54.09982204437256, 45.27629315853119, 50.356507301330566]]",13
36,IEMOCAP,WAV2VEC2_BASE,66.84492230415344,"[58.02139044 62.51336813 63.47593546 62.65597105 64.91978645 64.45632696
 65.27629256 64.97326255 65.24064183 62.67379761 61.42602563 57.86096096
 56.63101673]","[2.51583317 1.86834541 1.68673143 1.19176681 0.51846768 0.96223706
 1.00456406 0.7062959  1.39220269 0.81374098 0.80391942 1.83989667
 0.55972637]","[[60.96256971359253, 61.140817403793335, 66.39928817749023, 61.05169057846069, 65.77540040016174, 65.86452722549438, 63.814616203308105, 65.32976627349854, 66.57754182815552, 62.834227085113525, 62.38859295845032, 55.08021116256714, 56.595367193222046], [54.1889488697052, 63.10160160064697, 63.814616203308105, 62.92335391044617, 64.26025032997131, 63.190728425979614, 65.41889309883118, 64.8841381072998, 66.04278087615967, 61.675578355789185, 60.2495551109314, 59.536540508270264, 56.77362084388733], [59.89304780960083, 64.61675763130188, 62.92335391044617, 63.90374302864075, 65.06238579750061, 63.63636255264282, 64.70588445663452, 64.26025032997131, 66.39928817749023, 62.65597343444824, 61.40819787979126, 59.090906381607056, 56.86274766921997], [56.060606241226196, 59.625667333602905, 63.01247477531433, 61.4973247051239, 64.97326493263245, 64.52763080596924, 66.84492230415344, 66.13190770149231, 63.10160160064697, 64.08199667930603, 62.210339307785034, 56.23885989189148, 55.61497211456299], [59.001779556274414, 64.08199667930603, 61.22994422912598, 63.90374302864075, 64.52763080596924, 65.06238579750061, 65.59714674949646, 64.26025032997131, 64.08199667930603, 62.12121248245239, 60.87344288825989, 59.35828685760498, 57.3083758354187]]",6
37,IEMOCAP,WAV2VEC2_LARGE,67.73618459701538,"[60.03565073 63.04812908 63.58288765 64.83065963 64.29589868 63.38680863
 64.84848619 66.77361727 66.27450943 65.56149721 65.8288753  66.31016254
 65.41889429 65.16933918 65.6684494  65.57932377 65.79322577 64.26025033
 64.56328034 65.25846839 64.61675644 60.53475857 60.90909123 56.38146162
 53.20855618]","[1.16015257 1.17782118 0.6683898  0.90295445 0.88158745 0.78390851
 0.62668071 0.83873694 0.91170699 0.57374224 0.71656882 1.03938611
 0.41036865 0.36704465 0.81763652 1.11803264 0.97535525 1.38991782
 1.22671241 1.00107831 0.67876733 0.68667868 1.13383659 1.44440026
 1.94205929]","[[60.33868193626404, 61.4973247051239, 63.279855251312256, 63.10160160064697, 64.34937715530396, 64.08199667930603, 64.70588445663452, 67.73618459701538, 67.20142364501953, 66.39928817749023, 66.13190770149231, 66.93404912948608, 65.32976627349854, 64.52763080596924, 65.2406394481659, 66.57754182815552, 65.15151262283325, 64.17112350463867, 66.22103452682495, 64.70588445663452, 64.26025032997131, 59.80392098426819, 61.40819787979126, 57.486629486083984, 52.76292562484741], [58.73440504074097, 62.65597343444824, 62.47771978378296, 64.97326493263245, 63.63636255264282, 61.85383200645447, 64.79501128196716, 67.46880412101746, 66.48841500282288, 64.61675763130188, 65.77540040016174, 66.93404912948608, 65.41889309883118, 65.41889309883118, 64.34937715530396, 64.26025032997131, 66.13190770149231, 64.8841381072998, 63.725489377975464, 66.66666865348816, 65.95365405082703, 60.160428285598755, 59.26916003227234, 54.09982204437256, 49.82174634933472], [59.536540508270264, 64.97326493263245, 64.4385039806366, 65.59714674949646, 65.15151262283325, 63.63636255264282, 63.90374302864075, 65.77540040016174, 65.59714674949646, 65.6862735748291, 65.06238579750061, 66.93404912948608, 65.86452722549438, 65.59714674949646, 66.66666865348816, 66.57754182815552, 66.39928817749023, 61.675578355789185, 65.59714674949646, 64.08199667930603, 64.08199667930603, 59.98217463493347, 60.96256971359253, 56.23885989189148, 55.52584528923035], [62.12121248245239, 62.47771978378296, 63.725489377975464, 65.50801992416382, 65.32976627349854, 63.725489377975464, 64.97326493263245, 67.11229681968689, 64.8841381072998, 65.6862735748291, 65.15151262283325, 66.48841500282288, 64.70588445663452, 65.06238579750061, 66.31016135215759, 66.31016135215759, 64.26025032997131, 64.79501128196716, 62.834227085113525, 64.61675763130188, 64.34937715530396, 61.40819787979126, 60.2495551109314, 55.79322576522827, 54.54545617103577], [59.44741368293762, 63.63636255264282, 63.99286985397339, 64.97326493263245, 63.01247477531433, 63.63636255264282, 65.86452722549438, 65.77540040016174, 67.20142364501953, 65.41889309883118, 67.02316999435425, 64.26025032997131, 65.77540040016174, 65.2406394481659, 65.77540040016174, 64.17112350463867, 67.02316999435425, 65.77540040016174, 64.4385039806366, 66.22103452682495, 64.4385039806366, 61.31907105445862, 62.65597343444824, 58.28877091407776, 53.386807441711426]]",7
38,IEMOCAP,WAV2VEC2_LARGE_XLSR,71.7468798160553,"[58.36007237 64.02852058 65.86452723 64.6880579  65.8288765  67.14795113
 67.23707557 68.5561502  68.69875312 68.37789655 69.23351169 69.0196085
 69.78609681 69.19786096 68.21746945 67.55793333 67.21925139 66.73796773
 67.07664728 66.11408353 65.40106893 65.3654182  42.81639934 43.19073081
 40.4634589 ]","[2.9389607  1.8564008  1.21290774 1.79973962 0.56255903 1.09244629
 0.36356537 1.13775123 1.22126299 0.62363175 1.32603978 1.00614396
 0.96487544 0.72975024 1.08953369 0.77902881 0.78795138 1.03999719
 0.50919248 1.26597302 0.48293082 1.11973522 1.95477919 3.01379615
 1.97209551]","[[60.51693558692932, 64.34937715530396, 66.39928817749023, 63.90374302864075, 65.06238579750061, 65.86452722549438, 67.29055047035217, 68.18181872367859, 70.944744348526, 69.07308101654053, 68.44919919967651, 70.05347609519958, 68.0035650730133, 68.27094554901123, 67.02316999435425, 67.91443824768066, 68.53832602500916, 65.32976627349854, 67.11229681968689, 66.31016135215759, 65.32976627349854, 63.63636255264282, 42.51336753368378, 42.959001660346985, 40.463459491729736], [60.695189237594604, 64.61675763130188, 68.0035650730133, 66.57754182815552, 66.39928817749023, 66.66666865348816, 66.57754182815552, 66.57754182815552, 67.5579309463501, 68.36007237434387, 69.16220784187317, 68.80570650100708, 70.32085657119751, 68.89483332633972, 68.80570650100708, 66.57754182815552, 66.57754182815552, 66.66666865348816, 66.31016135215759, 64.70588445663452, 64.70588445663452, 64.79501128196716, 43.31550896167755, 45.98930478096008, 42.424243688583374], [52.67379879951477, 60.42780876159668, 65.06238579750061, 66.66666865348816, 66.13190770149231, 66.31016135215759, 67.46880412101746, 69.8752224445343, 68.71657967567444, 68.27094554901123, 67.91443824768066, 70.32085657119751, 70.76649069786072, 70.4991102218628, 68.80570650100708, 68.36007237434387, 66.31016135215759, 66.04278087615967, 67.91443824768066, 64.97326493263245, 65.32976627349854, 65.6862735748291, 44.563278555870056, 37.700533866882324, 37.07664906978607], [58.82353186607361, 65.6862735748291, 64.70588445663452, 61.85383200645447, 66.31016135215759, 68.44919919967651, 67.20142364501953, 68.80570650100708, 67.64705777168274, 67.29055047035217, 71.7468798160553, 68.0035650730133, 69.60784196853638, 69.07308101654053, 69.60784196853638, 68.27094554901123, 67.5579309463501, 67.29055047035217, 67.02316999435425, 66.31016135215759, 65.41889309883118, 67.02316999435425, 39.21568691730499, 43.40463578701019, 42.424243688583374], [59.090906381607056, 65.06238579750061, 65.15151262283325, 64.4385039806366, 65.2406394481659, 68.44919919967651, 67.64705777168274, 69.34046149253845, 68.6274528503418, 68.89483332633972, 68.89483332633972, 67.91443824768066, 70.23172974586487, 69.25133466720581, 66.84492230415344, 66.66666865348816, 67.11229681968689, 68.36007237434387, 67.02316999435425, 68.27094554901123, 66.22103452682495, 65.6862735748291, 44.47415471076965, 45.90017795562744, 39.92869853973389]]",10
39,IEMOCAP,WAV2VEC2_LARGE_XLSR300M,73.88591766357422,"[55.41889429 64.06417131 64.70588326 67.21925139 66.57753944 69.05525804
 68.73440266 68.52049947 69.03743267 69.55436826 69.83957171 70.71301222
 71.05169415 71.9073081  71.22994781 71.49732471 70.19607902 71.55080199
 70.07130027 68.30659509 67.77183652 66.68449283 61.94296002 57.23707557
 58.64527583]","[1.49073355 1.47466175 0.88769375 0.37134749 1.17836044 0.86301039
 0.6958718  0.52091373 1.16152215 0.78633639 1.16561732 0.39698753
 1.17889992 1.34743363 0.83493996 0.37980997 1.01243961 0.6958733
 1.09069825 1.07780401 1.09679907 1.1237008  1.54577449 1.40288708
 1.08865883]","[[54.27807569503784, 61.22994422912598, 64.61675763130188, 67.11229681968689, 65.32976627349854, 69.25133466720581, 69.78609561920166, 68.89483332633972, 70.76649069786072, 68.6274528503418, 70.40998339653015, 71.1229920387268, 70.944744348526, 73.88591766357422, 72.28164076805115, 71.39037251472473, 69.51871514320374, 71.1229920387268, 71.30124568939209, 66.57754182815552, 68.71657967567444, 68.09269189834595, 60.784316062927246, 55.16933798789978, 58.645278215408325], [57.39750266075134, 64.70588445663452, 64.52763080596924, 67.5579309463501, 67.46880412101746, 69.16220784187317, 67.82531142234802, 68.18181872367859, 69.4295883178711, 68.71657967567444, 69.60784196853638, 70.23172974586487, 70.58823704719543, 69.78609561920166, 70.58823704719543, 71.1229920387268, 70.58823704719543, 72.10338711738586, 68.53832602500916, 68.53832602500916, 66.31016135215759, 66.7557954788208, 64.17112350463867, 56.41711354255676, 57.66488313674927], [56.595367193222046, 64.61675763130188, 64.08199667930603, 66.93404912948608, 68.36007237434387, 68.0035650730133, 69.25133466720581, 67.91443824768066, 67.29055047035217, 70.58823704719543, 71.7468798160553, 70.944744348526, 71.65775299072266, 72.1925139427185, 72.1925139427185, 72.1925139427185, 68.98396015167236, 71.03386521339417, 69.8752224445343, 69.4295883178711, 67.91443824768066, 67.46880412101746, 62.47771978378296, 57.39750266075134, 57.21924901008606], [53.297680616378784, 64.26025032997131, 63.90374302864075, 66.7557954788208, 65.41889309883118, 68.36007237434387, 68.44919919967651, 69.34046149253845, 68.36007237434387, 70.23172974586487, 68.36007237434387, 71.03386521339417, 69.25133466720581, 72.37076759338379, 70.32085657119751, 71.56862616539001, 69.96434926986694, 70.85561752319336, 69.34046149253845, 69.34046149253845, 69.16220784187317, 66.31016135215759, 62.5668466091156, 59.35828685760498, 59.98217463493347], [55.52584528923035, 65.50801992416382, 66.39928817749023, 67.73618459701538, 66.31016135215759, 70.4991102218628, 68.36007237434387, 68.27094554901123, 69.34046149253845, 69.60784196853638, 69.07308101654053, 70.23172974586487, 72.816401720047, 71.30124568939209, 70.76649069786072, 71.21211886405945, 71.92513346672058, 72.63814806938171, 71.30124568939209, 67.64705777168274, 66.7557954788208, 64.79501128196716, 59.71479415893555, 57.84313678741455, 59.71479415893555]]",13
